id_despesa,id_projeto,cd_identificador_rubrica,ds_despesa,tx_justificativa,vl_unitario,nr_quantidade,vl_despesa,fl_fonte_recurso,id_receita,ds_unidade_medida,fl_origem_material,fl_ressarcimento,ds_tipo_ressarcimento,fl_tipo_pessoa_servico,dt_calculo_imposto
69916,18744,339030,"Tecido gabardine marinho medindo 1,50 largura",,27.00,50.00,1350.00,T,5346,m,,,,,
69917,18744,339030,"Tecido gabardine verde agua medindo 1,50 largura",,27.00,50.00,1350.00,T,5346,m,,,,,
69918,18744,339030,"etiquetas de tamanho PP aproximadamente 20m",,9.90,5.00,49.50,T,5346,u,,,,,
69919,18744,339030,"etiquetas de tamanho P aproximadamente 20m",,9.90,5.00,49.50,T,5346,u,,,,,
69920,18744,339030,"etiquetas de tamanho M aproximadamente 20m",,9.90,5.00,49.50,T,5346,u,,,,,
69921,18744,339030,"etiquetas de tamanho G aproximadamente 20m",,9.90,5.00,49.50,T,5346,u,,,,,
69922,18744,339030,"etiquetas de tamanho GG aproximadamente 20m",,9.90,5.00,49.50,T,5346,u,,,,,
69923,18744,339030,"etiquetas de tamanho XGG aproximadamente 20m",,9.90,5.00,49.50,T,5346,u,,,,,
69924,18744,339014,,"Necessidade de apresentar trabalhos divulgando as pesquisas realizadas e/ou visitas a outros empreendimentos de costura.",250.00,20.00,5000.00,T,5346,,,,,,
69925,18744,339030,"Tecido gabardine azul bebe medindo 1,50 largura",,27.00,50.00,1350.00,T,5346,m,,,,,
69926,18744,339030,"tecido gabardine rosa bebe medindo 1,50 largura",,27.00,50.00,1350.00,T,5346,m,,,,,
69927,18744,339030,"botão de pressão tipo rita tamanho 12, pacote com 200 botões na cor preta",,19.00,2.00,38.00,T,5346,u,,,,,
69928,18744,339030,"botão de pressão tipo rita tamanho 12, pacote com 200 botões na cor branca",,19.00,3.00,57.00,T,5346,u,,,,,
69929,18744,339030,"botão de pressão tipo rita tamanho 12, pacote com 200 botões na cor azul royal",,19.00,2.00,38.00,T,5346,u,,,,,
69930,18744,339030,"botão de pressão tipo rita tamanho 12, pacote com 200 botões na cor vermelho",,19.00,2.00,38.00,T,5346,u,,,,,
69931,18744,339030,"botão de pressão tipo rita tamanho 12, pacote com 200 botões na cor amarelo",,19.00,2.00,38.00,T,5346,u,,,,,
69932,18744,339030,"botão de pressão tipo rita tamanho 12, pacote com 200 botões na cor verde bandeira",,19.00,2.00,38.00,T,5346,u,,,,,
69933,18744,339030,"botão de pressão tipo rita tamanho 12, pacote com 200 botões na cor verde agua",,19.00,2.00,38.00,T,5346,u,,,,,
69934,18744,339030,"botão de pressão tipo rita tamanho 12, pacote com 200 botões na cor azul bebe",,19.00,2.00,38.00,T,5346,u,,,,,
69935,18744,339030,"linha fio 150 de bordar para bobina, cone de 15000 metros, cor branca",,38.00,50.00,1900.00,T,5346,u,,,,,
69936,18744,339030,"tecido oxford preto medindo 1,50, 100% poliester",,10.00,50.00,500.00,T,5346,m,,,,,
69937,18744,339030,"tecido oxford branco medindo 1,50, 100% poliester",,10.00,50.00,500.00,T,5346,m,,,,,
69938,18744,339030,"tecido oxford cor marinho medindo 1,50, 100% poliéster",,12.00,100.00,1200.00,T,5346,m,,,,,
69939,18744,339030,"tecido oxford vermelho medindo 1,50, 100% poliéster",,10.00,50.00,500.00,T,5346,m,,,,,
69940,18744,339030,"tecido sarja cinza chumbo medindo 1,60 largura",,25.00,25.00,625.00,T,5346,m,,,,,
69941,18744,339030,"Helanca Colegial. Composição: 46%algodão, 54% poliester. Largura 1,50 ramado. Gramatura 280g/m2. Cor: Azul Marinho",,20.00,45.00,900.00,T,5346,m,,,,,
69942,18744,339030,"tecido Percal, 100% algodão, 150 fios, de 2,50 m de largura cor branca,",,35.00,50.00,1750.00,T,5346,m,,,,,
69943,18744,339030,"Malha sublimática branca.  100% poliester. 1,80m largura ramado. Gramatura 150g/m2",,11.00,50.00,550.00,T,5346,m,,,,,
69944,18744,339030,"entretela hidrossoluvel para bordado. Gramatura 60 e 50 cm de largura. Composição: 100% polivinil",,11.00,10.00,110.00,T,5346,m,,,,,
69945,18744,339030,"entretela termosoluvel para bordado. Gramatura 50. 50 cm de largura. Composição polietileno",,6.50,10.00,65.00,T,5346,m,,,,,
69946,18744,339030,"entretela colável, 90 cm de largura, 100% de algodão",,12.00,65.00,780.00,T,5346,m,,,,,
69947,18744,339030,"tecido sarja preta de 1,60 de largura",,25.00,25.00,625.00,T,5346,m,,,,,
69948,18744,339030,"entretela rasgável para bordado, gramatura 80, 90 cm largura. Composição Algodão. Rasga para todos os lados",,3.00,98.00,294.00,T,5346,m,,,,,
69949,18744,449052,"galoneira industrial fechada, 3 agulhas, 5 fios, 5500ppm, com trançador, motor bivolt. Bancada completa. Tensão da Alimentação: 110/220v","necessidade do projeto",5200.00,1.00,5200.00,T,5346,,N,,,,
69950,18744,339036,"pagamento de oficineiros","Oficina para costureiras de Santa Vitória do Palmar",3601.60,1.00,3601.60,T,5346,,,,,F,2022-07-06
69951,18744,339030,"botão de pressão tipo rita tamanho 12, pacote com 200 botões na cor azul marinho",,19.00,2.00,38.00,T,5346,u,,,,,
69952,18744,339030,"botão de pressão tipo rita tamanho 12, pacote com 200 botões na cor rosa bebe",,19.00,2.00,38.00,T,5346,u,,,,,
69953,18744,339030,"botão de pressão tipo rita tamanho 12, pacote com 200 botões na cor pink",,19.00,2.00,38.00,T,5346,u,,,,,
69954,18744,339030,"botão de pressão tipo rita tamanho 12, pacote com 200 botões na cor bege",,19.00,1.00,19.00,T,5346,u,,,,,
69955,18744,339030,"botão de pressão tipo rita tamanho 12, pacote com 200 botões na cor cinza",,19.00,1.00,19.00,T,5346,u,,,,,
69956,18744,339030,"etiquetas de tamanho U aproximadamente 20m",,9.90,5.00,49.50,T,5346,u,,,,,
69957,18744,339030,"etiqueta tamanho 1 aproximadamente 20m",,9.90,2.00,19.80,T,5346,u,,,,,
69958,18744,339030,"etiqueta tamanho 2 aproximadamente 20m",,9.90,2.00,19.80,T,5346,u,,,,,
69959,18744,339030,"etiqueta tamanho 3 aproximadamente 20m",,9.90,2.00,19.80,T,5346,u,,,,,
69960,18744,339030,"etiqueta tamanho 4 aproximadamente 20m",,9.90,2.00,19.80,T,5346,u,,,,,
69961,18744,339030,"etiqueta tamanho 6 aproximadamente 20m",,9.90,2.00,19.80,T,5346,u,,,,,
69962,18744,339030,"etiqueta tamanho 8 aproximadamente 20m",,9.90,2.00,19.80,T,5346,u,,,,,
69963,18744,339030,"etiqueta tamanho 10 aproximadamente 20m",,9.90,2.00,19.80,T,5346,u,,,,,
69964,18744,339030,"etiqueta tamanho 12 aproximadamente 20m",,9.90,2.00,19.80,T,5346,u,,,,,
69965,18744,339030,"etiqueta tamanho 14 aproximadamente 20m",,9.90,2.00,19.80,T,5346,u,,,,,
69966,18744,339030,"etiqueta tamanho 16 aproximadamente 20m",,9.90,2.00,19.80,T,5346,u,,,,,
69967,18744,339030,"etiqueta tamanho 36 aproximadamente 20m",,9.90,2.00,19.80,T,5346,u,,,,,
69968,18744,339030,"etiqueta tamanho 38 aproximadamente 20m",,9.90,2.00,19.80,T,5346,u,,,,,
69969,18744,339030,"etiqueta tamanho 40 aproximadamente 20m",,9.90,3.00,29.70,T,5346,u,,,,,
69970,18744,339030,"etiqueta tamanho 42 aproximadamente 20m",,9.90,2.00,19.80,T,5346,u,,,,,
69971,18744,339030,"etiqueta tamanho 44 aproximadamente 20m",,9.90,2.00,19.80,T,5346,u,,,,,
69972,18744,339030,"etiqueta tamanho 46 aproximadamente 20m",,9.90,2.00,19.80,T,5346,u,,,,,
69973,18744,339030,"etiqueta tamanho 48 aproximadamente 20m",,9.90,2.00,19.80,T,5346,u,,,,,
69974,18744,339030,"etiqueta tamanho 50 aproximadamente 20m",,9.90,2.00,19.80,T,5346,u,,,,,
69975,18744,339030,"etiqueta tamanho 52 aproximadamente 20m",,9.90,2.00,19.80,T,5346,u,,,,,
69976,18744,339030,"etiqueta tamanho 54 aproximadamente 20m",,9.90,2.00,19.80,T,5346,u,,,,,
69977,18744,339030,"linha para bordar a maquina, cone com 4000 metros, composição: 100% poliester trilobal, na cor marron",,10.00,15.00,150.00,T,5346,u,,,,,
69978,18744,339030,"linha para bordar a maquina, cone com 4000 metros, composição: 100% poliester trilobal, na cor azul royal",,10.00,10.00,100.00,T,5346,u,,,,,
69979,18744,339030,"linha para bordar a maquina, cone com 4000 metros, composição: 100% poliester trilobal, na cor verde bandeira",,10.00,18.00,180.00,T,5346,u,,,,,
69980,18744,339030,"linha para bordar a maquina, cone com 4000 metros, composição: 100% poliester trilobal, na cor branca",,10.00,18.00,180.00,T,5346,u,,,,,
69981,18744,339030,"linha para bordar a maquina, cone com 4000 metros, composição: 100% poliester trilobal, na cor preta",,10.00,18.00,180.00,T,5346,u,,,,,
69982,18744,339030,"linha para bordar a maquina, cone com 4000 metros, composição: 100% poliester trilobal, na cor vermelha",,10.00,10.00,100.00,T,5346,u,,,,,
69983,18744,339030,"linha para bordar a maquina, cone com 4000 metros, composição: 100% poliester trilobal, na cor amarelo",,10.00,10.00,100.00,T,5346,u,,,,,
69984,18744,339030,"linha para bordar a maquina, cone com 4000 metros, composição: 100% poliester trilobal, na cor rosa",,10.00,10.00,100.00,T,5346,u,,,,,
69985,18744,339030,"linha para bordar a maquina, cone com 4000 metros, composição: 100% poliester trilobal, na cor azul marinho",,10.00,18.00,180.00,T,5346,u,,,,,
69986,18744,339030,"linha para bordar a maquina, cone com 4000 metros, composição: 100% poliester trilobal, na cor laranja",,10.00,8.00,80.00,T,5346,u,,,,,
69987,18744,339030,"linha para bordar a maquina, cone com 4000 metros, composição: 100% poliester trilobal, na cor vinho",,10.00,5.00,50.00,T,5346,u,,,,,
69988,18744,339030,"Helanca Colegial. Composição: 46%algodão, 54% poliester. Largura 1,50 ramado. Gramatura 280g/m2. Cor: verde bandeira",,21.00,45.00,945.00,T,5346,m,,,,,
69989,18744,339030,"Helanca Colegial. Composição: 46%algodão, 54% poliester. Largura 1,50 ramado. Gramatura 280g/m2. Cor: preta",,19.00,45.00,855.00,T,5346,m,,,,,
69990,18744,339030,"Moleton 3 cabos sublimático careca. Composição: 21% algodão e 79% poliester. 1,77m de largura ramado. Gramatura: 340g/m2. Cor cinza mescla",,26.00,40.00,1040.00,T,5346,m,,,,,
69991,18744,339030,"Moleton 3 cabos sublimático careca. Composição: 21% algodão e 79% poliester. 1,77m de largura ramado. Gramatura: 340g/m2. Cor azul marinho",,26.00,10.00,260.00,T,5346,u,,,,,
69992,18744,339030,"Moleton 3 cabos sublimático careca. Composição: 21% algodão e 79% poliester. 1,77m de largura ramado. Gramatura: 340g/m2. Cor preto",,26.00,10.00,260.00,T,5346,u,,,,,
69993,18744,339030,"Termocolante definitivo, 48 cm de largura. Aplicação conserto em tecidos",,8.00,50.00,400.00,T,5346,u,,,,,
69994,18744,339030,"Moleton 3 cabos sublimático careca. Composição: 21% algodão e 79% poliester. 1,77m de largura ramado. Gramatura: 340g/m2. Cor vermelho",,26.00,14.00,364.00,T,5346,u,,,,,
69995,18744,339030,"Moleton 3 cabos sublimático careca. Composição: 21% algodão e 79% poliester. 1,77m de largura ramado. Gramatura: 340g/m2. Cor verde musgo",,26.00,10.00,260.00,T,5346,u,,,,,
69996,18744,449052,"Maquina de Costura Industrial. Costura Reta.Tipo de calçador: lançadeira. Aplicação: tecido e couro. Bancada completa. Lubrificação automática. Agulhas. Velocidade 5500rpm. Tensão de alimentação:  110/220v","Necessidade do projeto",3500.00,2.00,7000.00,T,5346,,N,,,,
69997,18744,449052,"Maquina de bordar. Tensão alimentação: bivolt. Area de bordado: 30 x 20cm. Desenhos embutidos. Diversidade de fontes de letras embutidas. Velocidade de 1050 ppm. Dupla entra USB. Display de LCD. Alguns bastidores inclusos. Entrada de cartão de memoria. sensor de quebra de linha. corte de linha automático e ajustável. estrutura interna reforçada. centralização exata da agulha por indicador LED. passador de linha automático. luz de LED para área de trabalho.","Necessidade do projeto",10000.00,1.00,10000.00,T,5346,,N,,,,
70045,18778,339033,,"O recurso destina-se ao pagamento de passagens para professores e tutores por ocasião de deslocamento aos polos de apoio presencial para desenvolvimento de atividades acadêmicas.São os polos: Bagé, São Lourenço do Sul, Santo Antonio da Patrulha, Cachoeira do Sul e Mostardas.",1000.00,1.00,1000.00,T,5353,,,,,,
70046,18778,339036,"Contratação de profissional para atividades específicas","O recurso destina-se ao pagamento de despesas com contratação de profissional para desenvolvimento de atividades específicas, no âmbito do projeto.",0.00,1.00,0.00,T,5353,,,,,F,2022-02-24
70047,18778,339036,"Contratação de empresas especializadas","O recurso destina-se ao pagamento de despesas com contratação de serviços especializados para atendimento das especificidades do curso.",61581.15,1.00,61581.15,T,5353,,,,,F,2022-02-24
70048,18778,339030,"Aquisição de tonner, material de expediente diversos.",,5132.05,1.00,5132.05,T,5353,u,,,,,
70049,18778,339014,,"O recurso destina-se ao pagamento de diárias para professores e tutores por ocasião de deslocamento aos polos de apoio presencial para desenvolvimento de atividades acadêmicas.São os polos: Bagé, São Lourenço do Sul, Santo Antonio da Patrulha, Cachoeira do Sul e Mostardas.",9856.60,1.00,9856.60,T,5353,,,,,,
70098,18843,339020,,"Bolsista Gestão Estágio",550.00,1.00,550.00,T,,,,,,,
70099,18843,339020,,"Bolsista Estágio Gestão",3850.00,1.00,3850.00,T,,,,,,,
70100,18843,339018,,"Bolsista IC B - Áudio Consultas",6300.00,1.00,6300.00,T,,,,,,,
70101,18843,339020,,"Bolsista Nivel Mestrado A - Pesq Textual",18000.00,1.00,18000.00,T,,,,,,,
70102,18843,339020,,"Coordenador Geral Projeto Tipo B - Gestão e Monitoramento",35200.00,1.00,35200.00,T,,,,,,,
70103,18843,339018,,"Bolsista IC B - Áudio Consultas",5400.00,1.00,5400.00,T,,,,,,,
70104,18843,339018,,"Bolsista Iniciação Científica IC B - Pesq Textual",1170.00,1.00,1170.00,T,,,,,,,
70105,18843,339020,,"Pesquisador FURG B2 - Dashboard Analytics",8800.00,1.00,8800.00,T,,,,,,,
70106,18843,339018,,"Bolsista Iniciação Científica IC B - Pesq Textual",18000.00,1.00,18000.00,T,,,,,,,
70107,18843,339018,,"Bolsista Nivel Mestrado C - Pesq Textual",5400.00,1.00,5400.00,T,,,,,,,
70108,18843,339020,,"Pesquisador PESQ FURG B2 - Pesq Textual",13200.00,1.00,13200.00,T,,,,,,,
70109,18843,339020,,"Coordenador Fase Dashboard Analytics Tipo C",11200.00,1.00,11200.00,T,,,,,,,
70110,18843,339020,,"Bolsista PESQ FURG B2 - Áudio Consultas",13200.00,1.00,13200.00,T,,,,,,,
70111,18843,339018,,"Bolsista IC B - Áudio Consultas",6300.00,1.00,6300.00,T,,,,,,,
70112,18843,339020,,"Pesquisador FURG B2 - Dashboard Analytics",6600.00,1.00,6600.00,T,,,,,,,
70113,18843,339020,,"Coord Fase Pesquisa Textual",16800.00,1.00,16800.00,T,,,,,,,
70114,18843,339020,,"Pesquisador PESQ FURG B2 (Pesq Textual)",13200.00,1.00,13200.00,T,,,,,,,
70115,18843,339020,,"Bolsista PESQ FURG B2 - Áudio Consultas",15400.00,1.00,15400.00,T,,,,,,,
70116,18843,339020,,"Coordenador Tipo C - Áudio Consultas",19600.00,1.00,19600.00,T,,,,,,,
70117,18843,339014,,"Atendimentos junto às empresas parceiras",277.50,3.00,832.50,T,5363,,,,,,
70118,18843,339020,,"Pesquisador FURG B2 - Dashboard Analytics",8800.00,1.00,8800.00,T,,,,,,,
70119,18843,339020,,"Coord Fase Pesquisa Textual",2800.00,1.00,2800.00,T,,,,,,,
70120,18843,339018,,"Bolsa Medlife",900.00,1.00,900.00,T,,,,,,,
70121,18843,339020,,Pesquisador,6600.00,1.00,6600.00,T,,,,,,,
70122,18843,339020,,"Pesquisadora Externa",3000.00,1.00,3000.00,T,,,,,,,
70123,18843,339018,,Bolsista,900.00,1.00,900.00,T,,,,,,,
70124,18843,339020,,Pesquisadora,2200.00,1.00,2200.00,T,,,,,,,
70125,18843,339018,,Pesquisador,3000.00,1.00,3000.00,T,,,,,,,
70126,18843,339020,,Coordenadora,8400.00,1.00,8400.00,T,,,,,,,
70127,18843,339020,,Pesquisador,2200.00,1.00,2200.00,T,,,,,,,
70128,18843,339020,,"Bolsista Gestão Estágio",550.00,1.00,550.00,T,,,,,,,
70129,18843,339020,,"Bolsista Estágio Gestão",3850.00,1.00,3850.00,T,,,,,,,
70130,18843,339039,"Complemento Ressarcimento Unidade","Complemento Ressarcimento Unidade lançado para ajuste do projeto como recurso Medlife",28.96,1.00,28.96,T,5363,,,,,J,2023-04-18
70305,18910,339020,,"Bolsa de Produtividade Nivel 1C CNPq",633.60,1.00,633.60,T,,,,,,,
70306,18910,339014,,"Participação em missões de trabalho",500.00,40.00,20000.00,T,5387,,,,,,
70307,18910,339030,"serviços de nuvem",,105126.40,1.00,105126.40,T,5387,u,,,,,
70717,18982,339030,"Material de ferragem em geral",,625.00,20.00,12500.00,I,,u,,,,,
70718,18982,339030,"Material de escritório e expediente",,121.00,20.00,2420.00,I,,u,,,,,
70719,18982,339030,"Baterias para ondógrafo",,500.00,90.00,45000.00,I,,u,,,,,
70720,18982,339039,"Serviços técnicos de manutenção de equipamentos e construção de suportes para equipamentos","Necessário para instalação das antenas receptoras e demais equipamentos associados",7172.66,1.00,7172.66,I,,,,,,J,2022-11-09
70820,19022,339020,,"20 bolsas de R$ 1.300,00 para orientação de TCCs. A cada 5 TCCs em orientação, paga-se uma bolsa.",1300.00,1.00,1300.00,T,,,,,,,
70821,19022,339020,,"20 bolsas de R$ 1.300,00 para orientação de TCCs. A cada 5 TCCs em orientação, paga-se uma bolsa.",1300.00,1.00,1300.00,T,,,,,,,
70822,19022,339020,,"20 bolsas de R$ 1.300,00 para orientação de TCCs. A cada 5 TCCs em orientação, paga-se uma bolsa.",1300.00,1.00,1300.00,T,,,,,,,
70823,19022,339020,,"20 bolsas de R$ 1.300,00 para orientação de TCCs. A cada 5 TCCs em orientação, paga-se uma bolsa.",1300.00,1.00,1300.00,T,,,,,,,
70824,19022,339020,,"20 bolsas de R$ 1.300,00 para orientação de TCCs. A cada 5 TCCs em orientação, paga-se uma bolsa.",1300.00,1.00,1300.00,T,,,,,,,
70825,19022,339020,,"20 bolsas de R$ 1.300,00 para orientação de TCCs. A cada 5 TCCs em orientação, paga-se uma bolsa.",1300.00,1.00,1300.00,T,,,,,,,
70826,19022,339020,,"20 bolsas de R$ 1.300,00 para orientação de TCCs. A cada 5 TCCs em orientação, paga-se uma bolsa.",1300.00,1.00,1300.00,T,,,,,,,
70827,19022,339020,,"Bolsas Módulo I para pagamento de Atividades nas Disciplinas1 Professor, recebe uma bolsa de R$ 1.300,00 por 2 meses",2600.00,1.00,2600.00,T,,,,,,,
70828,19022,339020,,"Bolsa para Coordenação do Curso/Projeto",23400.00,1.00,23400.00,T,,,,,,,
70829,19022,339014,,"Deslocamento da Coordenação e Professores aos Polos",250.00,34.00,8500.00,T,5417,,,,,,
70830,19022,339030,"Materiais de Escritório para Uso no Curso",,860.00,1.00,860.00,T,5417,u,,,,,
70831,19022,339020,,"Bolsas Módulo II para pagamento de Atividades nas Disciplinas No módulo II são 4 professores, cada 1 recebe uma bolsa de R$ 1.300,00 por 2 meses.",2600.00,1.00,2600.00,T,,,,,,,
70832,19022,339020,,"Bolsas Módulo III para pagamento de Atividades nas Disciplinas No módulo III são 4 professores, cada 1 recebe uma bolsa de R$ 1.300,00 por 2 meses.",2600.00,1.00,2600.00,T,,,,,,,
70833,19022,339020,,"Bolsas Módulo I para pagamento de Atividades nas DisciplinasNo módulo I são 3 professores, cada 1 recebe uma bolsa de R$ 1.300,00 por 2 meses.",2600.00,1.00,2600.00,T,,,,,,,
70834,19022,339020,,"Bolsas Módulo I para pagamento de Atividades nas DisciplinasNo módulo I são 3 professores, cada 1 recebe uma bolsa de R$ 1.300,00 por 2 meses.",2600.00,1.00,2600.00,T,,,,,,,
70835,19022,339020,,"Bolsas Módulo I para pagamento de Atividades nas DisciplinasNo módulo I são 3 professores, cada 1 recebe uma bolsa de R$ 1.300,00 por 2 meses.",2600.00,1.00,2600.00,T,,,,,,,
70836,19022,339020,,"Bolsas Módulo II para pagamento de Atividades nas Disciplinas No módulo II são 4 professores, cada 1 recebe uma bolsa de R$ 1.300,00 por 2 meses.",2600.00,1.00,2600.00,T,,,,,,,
70837,19022,339020,,"Bolsas Módulo II para pagamento de Atividades nas Disciplinas No módulo II são 4 professores, cada 1 recebe uma bolsa de R$ 1.300,00 por 2 meses.",2600.00,1.00,2600.00,T,,,,,,,
70838,19022,339020,,"Bolsas Módulo II para pagamento de Atividades nas Disciplinas No módulo II são 4 professores, cada 1 recebe uma bolsa de R$ 1.300,00 por 2 meses.",2600.00,1.00,2600.00,T,,,,,,,
70839,19022,339020,,"Bolsas Módulo III para pagamento de Atividades nas Disciplinas No módulo III são 4 professores, cada 1 recebe uma bolsa de R$ 1.300,00 por 2 meses.",2600.00,1.00,2600.00,T,,,,,,,
70840,19022,339020,,"Bolsas Módulo III para pagamento de Atividades nas Disciplinas No módulo III são 4 professores, cada 1 recebe uma bolsa de R$ 1.300,00 por 2 meses.",2600.00,1.00,2600.00,T,,,,,,,
70841,19022,339020,,"Bolsas Módulo III para pagamento de Atividades nas Disciplinas No módulo III são 4 professores, cada 1 recebe uma bolsa de R$ 1.300,00 por 2 meses.",2600.00,1.00,2600.00,T,,,,,,,
70842,19022,339020,,"Bolsas Módulo IV para pagamento de Atividades nas Disciplinas No módulo IV são 3 professores, cada 1 recebe uma bolsa de R$ 1.300,00 por 2 meses.",2600.00,1.00,2600.00,T,,,,,,,
70843,19022,339020,,"Bolsas Módulo IV para pagamento de Atividades nas Disciplinas No módulo IV são 3 professores, cada 1 recebe uma bolsa de R$ 1.300,00 por 2 meses.",2600.00,1.00,2600.00,T,,,,,,,
70844,19022,339020,,"Bolsas Módulo IV para pagamento de Atividades nas Disciplinas No módulo IV são 3 professores, cada 1 recebe uma bolsa de R$ 1.300,00 por 2 meses.",2600.00,1.00,2600.00,T,,,,,,,
70845,19022,339020,,"Bolsas Módulo V para pagamento de Atividades nas Disciplinas No módulo V são 3 professores, 1 recebe 2 bolsas e os demais uma bolsa de R$ 1.300,00 por 1 mês.",2600.00,1.00,2600.00,T,,,,,,,
70846,19022,339020,,"Bolsas Módulo V para pagamento de Atividades nas Disciplinas No módulo V são 3 professores, 1 recebe 2 bolsas e os demais uma bolsa de R$ 1.300,00 por 1 mês.",1300.00,1.00,1300.00,T,,,,,,,
70847,19022,339020,,"Bolsas Módulo V para pagamento de Atividades nas Disciplinas No módulo V são 3 professores, 1 recebe 2 bolsas e os demais uma bolsa de R$ 1.300,00 por 1 mês.",1300.00,1.00,1300.00,T,,,,,,,
70848,19022,339020,,"Auxílio Admistrativo ao Projeto",11000.00,1.00,11000.00,T,,,,,,,
70849,19022,339018,,"Bolsa para Estudante com Mestrado ou Mestrando para atuar como tutor dos módulos. São duas bolsas de R$ 700,00 para cada módulo, totalizando 10 bolsas.",7000.00,1.00,7000.00,T,,,,,,,
70850,19022,339020,,"20 bolsas de R$ 1.300,00 para orientação de TCCs. A cada 5 TCCs em orientação, paga-se uma bolsa.",1300.00,1.00,1300.00,T,,,,,,,
70851,19022,339020,,"20 bolsas de R$ 1.300,00 para orientação de TCCs. A cada 5 TCCs em orientação, paga-se uma bolsa.",1300.00,1.00,1300.00,T,,,,,,,
70852,19022,339020,,"20 bolsas de R$ 1.300,00 para orientação de TCCs. A cada 5 TCCs em orientação, paga-se uma bolsa.",1300.00,1.00,1300.00,T,,,,,,,
70853,19022,339020,,"20 bolsas de R$ 1.300,00 para orientação de TCCs. A cada 5 TCCs em orientação, paga-se uma bolsa.",1300.00,1.00,1300.00,T,,,,,,,
70854,19022,339020,,"20 bolsas de R$ 1.300,00 para orientação de TCCs. A cada 5 TCCs em orientação, paga-se uma bolsa.",1300.00,1.00,1300.00,T,,,,,,,
70855,19022,339020,,"20 bolsas de R$ 1.300,00 para orientação de TCCs. A cada 5 TCCs em orientação, paga-se uma bolsa.",1300.00,1.00,1300.00,T,,,,,,,
70856,19022,339020,,"20 bolsas de R$ 1.300,00 para orientação de TCCs. A cada 5 TCCs em orientação, paga-se uma bolsa.",1300.00,1.00,1300.00,T,,,,,,,
70857,19022,339020,,"20 bolsas de R$ 1.300,00 para orientação de TCCs. A cada 5 TCCs em orientação, paga-se uma bolsa.",1300.00,1.00,1300.00,T,,,,,,,
70858,19022,339020,,"20 bolsas de R$ 1.300,00 para orientação de TCCs. A cada 5 TCCs em orientação, paga-se uma bolsa.",1300.00,1.00,1300.00,T,,,,,,,
70859,19022,339020,,"20 bolsas de R$ 1.300,00 para orientação de TCCs. A cada 5 TCCs em orientação, paga-se uma bolsa.",1300.00,1.00,1300.00,T,,,,,,,
70860,19022,339020,,"20 bolsas de R$ 1.300,00 para orientação de TCCs. A cada 5 TCCs em orientação, paga-se uma bolsa.",1300.00,1.00,1300.00,T,,,,,,,
70861,19022,339020,,"20 bolsas de R$ 1.300,00 para orientação de TCCs. A cada 5 TCCs em orientação, paga-se uma bolsa.",1300.00,1.00,1300.00,T,,,,,,,
70862,19022,339020,,"20 bolsas de R$ 1.300,00 para orientação de TCCs. A cada 5 TCCs em orientação, paga-se uma bolsa.",1300.00,1.00,1300.00,T,,,,,,,
70869,19029,339030,"Reagentes químicos e microbiológicos",,8000.00,1.00,8000.00,T,5418,u,,,,,
70870,19029,339033,,"Passagem de Rio Grande para Madri e retorno para Rio Grande",5000.00,1.00,5000.00,T,5418,,,,,,
70871,19029,449052,"Equipamentos para laboratório","Equipamentos necessários para executar pesquisas dentro do projeto indicado",84590.00,1.00,84590.00,T,5418,,N,,,,
70872,19029,339039,"Manutenção de equipamentos de laboratório","Manutenção de equipamentos de laboratório",3000.00,1.00,3000.00,T,5418,,,,,J,2019-06-26
70873,19029,339014,,"Diárias para manutenção na viagem para Espanha",946.00,7.00,6622.00,T,5418,,,,,,
70978,19060,449052,"MALDI-TOF MS (Matrix-Assisted Laser DesorptionIonization-Time of Flight Mass Spectrometry)","Permite a identificação automatizada e rápida de microrganismos. Trata-se de um método analítico semi-quantitativo que analisa a estrutura e composição molecular de uma amostra desconhecida, baseada na carga de moléculas ionizadas em uma determinada amostra de colônias bacterianas.",1676956.00,1.00,1676956.00,T,5425,,I,,,,
70979,19060,449052,"Termociclador de PCR em Tempo Real","Equipamento que potencializará os estudos de genotipagem, identificação de fatores de virulência e de genes associados à resistência aos antimicrobianos, bem como os estudos de expressão gênica (hospedeiro e/ou microrganismo).",322470.00,1.00,322470.00,T,5425,,I,,,,
70980,19060,449052,"Sequenciador NANO-GRIDIONMK 1START","Para fornecimento de dados genômicos de microorganismos e macroorganismos oriundas das coleções biológicas do CBS-FURG.",358615.00,1.00,358615.00,T,5425,,I,,,,
70981,19060,449052,"Plataforma de microscopia NIKON","Para diagnose baseada em dados morfológicos e anatômicos da biota, através da observação e da captura de imagens de alta resolução.",700720.00,1.00,700720.00,T,5425,,I,,,,
70982,19060,449052,"Citômetro de fluxo BD FACSyphony A1","Para avaliar a pureza das culturas de microorganismos, a fim de determinar o potencial biotecnológico de um determinado tipo celular.",890165.00,1.00,890165.00,T,5425,,I,,,,
70983,19060,339039,"Despesas acessórias de importação dos equipamentos","Para pagamento das Despesas acessórias de importação dos equipamentos aprovados pela FINEP.",789879.77,1.00,789879.77,T,5425,,,,,J,2022-09-26
71303,19111,339030,"Carvão Vegetal para desenho fino (caixa com 12 unidades)",,11.90,3.00,35.70,I,,u,,,,,
71304,19111,339030,"Mapa da cidade do Rio Grande",,39.80,1.00,39.80,I,,u,,,,,
